id, type, servertime, deviceid, positionid, geofenceid, attributes, maintenanceid
1	deviceOnline	2019-08-13 01:58:15.687	1	\N	\N	{}	\N
2	alarm	2019-08-13 01:58:19.912	1	3	\N	{"alarm":"powerOn"}	\N
3	alarm	2019-08-13 01:58:27.353	1	7	\N	{"alarm":"powerOff"}	\N
4	alarm	2019-08-13 01:58:37.615	1	12	\N	{"alarm":"powerOff"}	\N
5	alarm	2019-08-13 01:58:55.329	1	21	\N	{"alarm":"hardCornering"}	\N
6	alarm	2019-08-13 01:58:57.23	1	22	\N	{"alarm":"hardCornering"}	\N
7	alarm	2019-08-13 01:58:59.072	1	23	\N	{"alarm":"hardCornering"}	\N
8	alarm	2019-08-13 01:59:00.935	1	24	\N	{"alarm":"hardCornering"}	\N
9	alarm	2019-08-13 01:59:06.529	1	27	\N	{"alarm":"hardCornering"}	\N
10	alarm	2019-08-13 01:59:09.189	1	28	\N	{"alarm":"hardCornering"}	\N
11	alarm	2019-08-13 01:59:10.988	1	29	\N	{"alarm":"hardCornering"}	\N
12	alarm	2019-08-13 01:59:13.612	1	30	\N	{"alarm":"hardCornering"}	\N
13	alarm	2019-08-13 01:59:23.873	1	35	\N	{"alarm":"hardCornering"}	\N
14	alarm	2019-08-13 01:59:25.77	1	36	\N	{"alarm":"hardCornering"}	\N
15	alarm	2019-08-13 01:59:27.631	1	37	\N	{"alarm":"hardCornering"}	\N
16	alarm	2019-08-13 01:59:29.57	1	38	\N	{"alarm":"hardCornering"}	\N
17	alarm	2019-08-13 01:59:32.211	1	39	\N	{"alarm":"hardCornering"}	\N
18	alarm	2019-08-13 01:59:34.172	1	40	\N	{"alarm":"hardCornering"}	\N
19	alarm	2019-08-13 01:59:36.79	1	41	\N	{"alarm":"hardCornering"}	\N
20	alarm	2019-08-13 01:59:43.37	1	44	\N	{"alarm":"hardCornering"}	\N
21	alarm	2019-08-13 01:59:45.25	1	45	\N	{"alarm":"hardCornering"}	\N
22	alarm	2019-08-13 01:59:47.108	1	46	\N	{"alarm":"hardCornering"}	\N
23	alarm	2019-08-13 01:59:49.728	1	47	\N	{"alarm":"hardCornering"}	\N
24	alarm	2019-08-13 01:59:51.509	1	48	\N	{"alarm":"hardCornering"}	\N
25	alarm	2019-08-13 01:59:54.168	1	49	\N	{"alarm":"hardCornering"}	\N
26	alarm	2019-08-13 02:00:05.288	1	54	\N	{"alarm":"hardCornering"}	\N
27	alarm	2019-08-13 02:00:19.269	1	61	\N	{"alarm":"hardCornering"}	\N
28	alarm	2019-08-13 02:00:24.889	1	64	\N	{"alarm":"hardCornering"}	\N
29	alarm	2019-08-13 02:00:27.591	1	65	\N	{"alarm":"hardCornering"}	\N
30	alarm	2019-08-13 02:00:29.509	1	66	\N	{"alarm":"hardCornering"}	\N
31	alarm	2019-08-13 02:00:31.386	1	67	\N	{"alarm":"hardCornering"}	\N
32	alarm	2019-08-13 02:00:33.271	1	68	\N	{"alarm":"hardCornering"}	\N
33	alarm	2019-08-13 02:00:41.587	1	72	\N	{"alarm":"hardAcceleration"}	\N
34	alarm	2019-08-13 02:00:54.605	1	78	\N	{"alarm":"hardCornering"}	\N
35	alarm	2019-08-13 02:01:02.945	1	82	\N	{"alarm":"hardAcceleration"}	\N
36	alarm	2019-08-13 02:01:07.508	1	84	\N	{"alarm":"hardCornering"}	\N
37	alarm	2019-08-13 02:01:09.509	1	85	\N	{"alarm":"hardCornering"}	\N
38	alarm	2019-08-13 02:01:12.127	1	86	\N	{"alarm":"hardCornering"}	\N
39	deviceOffline	2019-08-13 02:01:42.286	1	\N	\N	{}	\N
40	deviceOnline	2019-08-13 02:01:58.972	1	\N	\N	{}	\N
41	deviceOffline	2019-08-13 02:02:02.389	1	\N	\N	{}	\N
42	deviceOnline	2019-08-13 02:02:24.212	1	\N	\N	{}	\N
43	deviceOffline	2019-08-13 02:02:26.912	1	\N	\N	{}	\N
44	deviceOnline	2019-08-13 02:02:43.995	1	\N	\N	{}	\N
45	deviceOffline	2019-08-13 02:02:48.333	1	\N	\N	{}	\N
46	deviceOnline	2019-08-13 02:03:05.191	1	\N	\N	{}	\N
47	alarm	2019-08-13 02:04:36.215	1	149	\N	{"alarm":"hardAcceleration"}	\N
48	deviceOffline	2019-08-13 02:04:48.487	1	\N	\N	{}	\N
49	deviceOnline	2019-08-13 02:05:01.799	1	\N	\N	{}	\N
50	deviceOffline	2019-08-13 02:05:06.566	1	\N	\N	{}	\N
51	deviceOnline	2019-08-13 02:05:19.292	1	\N	\N	{}	\N
52	deviceOffline	2019-08-13 02:05:24.012	1	\N	\N	{}	\N
53	deviceOnline	2019-08-13 02:05:37.053	1	\N	\N	{}	\N
54	deviceOffline	2019-08-13 02:05:41.772	1	\N	\N	{}	\N
55	deviceOnline	2019-08-13 02:05:54.795	1	\N	\N	{}	\N
56	deviceOffline	2019-08-13 02:05:59.569	1	\N	\N	{}	\N
57	deviceOnline	2019-08-13 02:06:12.574	1	\N	\N	{}	\N
58	deviceOffline	2019-08-13 02:06:17.233	1	\N	\N	{}	\N
59	deviceOnline	2019-08-13 02:06:30.23	1	\N	\N	{}	\N
60	deviceOffline	2019-08-13 02:06:35.087	1	\N	\N	{}	\N
61	deviceOnline	2019-08-13 02:06:47.99	1	\N	\N	{}	\N
62	deviceOffline	2019-08-13 02:06:52.73	1	\N	\N	{}	\N
63	deviceOnline	2019-08-13 02:07:05.912	1	\N	\N	{}	\N
64	alarm	2019-08-13 02:08:10.028	1	191	\N	{"alarm":"hardAcceleration"}	\N
65	deviceOffline	2019-08-13 02:08:23.011	1	\N	\N	{}	\N
66	deviceOnline	2019-08-13 02:58:16.412	1	\N	\N	{}	\N
67	alarm	2019-08-13 02:59:50.978	1	247	\N	{"alarm":"hardAcceleration"}	\N
68	alarm	2019-08-13 02:59:54.723	1	249	\N	{"alarm":"hardBraking"}	\N
69	alarm	2019-08-13 03:01:35.996	1	303	\N	{"alarm":"hardAcceleration"}	\N
70	alarm	2019-08-13 03:01:37.838	1	304	\N	{"alarm":"hardCornering"}	\N
71	alarm	2019-08-13 03:01:39.739	1	305	\N	{"alarm":"hardCornering"}	\N
72	alarm	2019-08-13 03:01:41.576	1	306	\N	{"alarm":"hardCornering"}	\N
73	alarm	2019-08-13 03:01:43.579	1	307	\N	{"alarm":"hardCornering"}	\N
74	alarm	2019-08-13 03:02:09.698	1	321	\N	{"alarm":"hardAcceleration"}	\N
75	alarm	2019-08-13 03:02:13.496	1	323	\N	{"alarm":"hardBraking"}	\N
76	alarm	2019-08-13 03:02:34.118	1	334	\N	{"alarm":"hardCornering"}	\N
77	alarm	2019-08-13 03:02:35.996	1	335	\N	{"alarm":"hardCornering"}	\N
78	alarm	2019-08-13 03:02:46.478	1	340	\N	{"alarm":"hardCornering"}	\N
79	alarm	2019-08-13 03:02:48.317	1	341	\N	{"alarm":"hardCornering"}	\N
80	alarm	2019-08-13 03:02:50.179	1	342	\N	{"alarm":"hardCornering"}	\N
81	alarm	2019-08-13 03:02:52.833	1	343	\N	{"alarm":"hardCornering"}	\N
82	alarm	2019-08-13 03:02:59.549	1	346	\N	{"alarm":"hardCornering"}	\N
83	alarm	2019-08-13 03:03:01.377	1	347	\N	{"alarm":"hardCornering"}	\N
84	alarm	2019-08-13 03:03:03.198	1	348	\N	{"alarm":"hardCornering"}	\N
85	alarm	2019-08-13 03:03:05.158	1	349	\N	{"alarm":"hardCornering"}	\N
86	alarm	2019-08-13 03:03:07.256	1	350	\N	{"alarm":"hardCornering"}	\N
87	alarm	2019-08-13 03:03:15.918	1	354	\N	{"alarm":"hardAcceleration"}	\N
88	alarm	2019-08-13 03:03:17.815	1	355	\N	{"alarm":"hardCornering"}	\N
89	alarm	2019-08-13 03:03:19.679	1	356	\N	{"alarm":"hardCornering"}	\N
90	alarm	2019-08-13 03:03:24.218	1	358	\N	{"alarm":"hardCornering"}	\N
91	alarm	2019-08-13 03:03:26.259	1	359	\N	{"alarm":"hardCornering"}	\N
92	alarm	2019-08-13 03:04:16.257	1	385	\N	{"alarm":"hardAcceleration"}	\N
93	alarm	2019-08-13 03:04:19.957	1	387	\N	{"alarm":"hardCornering"}	\N
94	alarm	2019-08-13 03:04:21.817	1	388	\N	{"alarm":"hardCornering"}	\N
95	deviceOffline	2019-08-13 03:04:44.433	1	\N	\N	{}	\N
96	deviceOnline	2019-08-13 03:05:02.532	1	\N	\N	{}	\N
302	deviceOffline	2019-08-14 10:35:25.095	1	\N	\N	{}	\N
97	alarm	2019-08-13 03:05:05.451	1	400	\N	{"alarm":"hardAcceleration"}	\N
98	alarm	2019-08-13 03:05:09.195	1	402	\N	{"alarm":"hardCornering"}	\N
99	alarm	2019-08-13 03:05:11.074	1	403	\N	{"alarm":"hardCornering"}	\N
100	alarm	2019-08-13 03:05:12.951	1	404	\N	{"alarm":"hardCornering"}	\N
101	alarm	2019-08-13 03:05:29.732	1	413	\N	{"alarm":"hardCornering"}	\N
102	alarm	2019-08-13 03:05:31.632	1	414	\N	{"alarm":"hardCornering"}	\N
